景点名称,URL,失败原因
色须寺,https://you.ctrip.com/sight/shiqu1446228/76790.html,已获取 poiId 但未采集到评论
无底湖,https://you.ctrip.com/sight/shangrila106/134041649.html,已获取 poiId 但未采集到评论
建塘镇,https://you.ctrip.com/sight/shangrila106/1487374.html,已获取 poiId 但未采集到评论
圣象天门三生石,https://you.ctrip.com/sight/baingoin120384/150292699.html?poiType=3&scene=online,未取到 poiId（无点评或页面无评论模块）
阿里塔尔钦国际旅游特色小城镇,https://you.ctrip.com/sight/purang2440/150176425.html?poiType=3&scene=online,未取到 poiId（无点评或页面无评论模块）
西藏旱地拔葱视频拍摄点,https://you.ctrip.com/sight/lhasa36/148576705.html?poiType=3&scene=online,未取到 poiId（无点评或页面无评论模块）
木里大寺,https://you.ctrip.com/sight/muli3100/1416247.html,已获取 poiId 但未采集到评论
白塔公园,https://you.ctrip.com/sight/ganzicounty3156/1940106.html,已获取 poiId 但未采集到评论
百鸡寺,https://you.ctrip.com/sight/shangrila106/1712884.html,已获取 poiId 但未采集到评论
松卡石塔,https://you.ctrip.com/sight/zhanang2451/145388810.html,未取到 poiId（无点评或页面无评论模块）
苯日神山,https://you.ctrip.com/sight/nyingchi126/144210420.html?poiType=3&scene=online,未取到 poiId（无点评或页面无评论模块）
阿玛直米雪山,https://you.ctrip.com/sight/dinggye120378/152748473.html?poiType=3&scene=online,未取到 poiId（无点评或页面无评论模块）
长江源头,https://you.ctrip.com/sight/golmud332/50055.html,已获取 poiId 但未采集到评论
山南市措美县扎玛寺,https://you.ctrip.com/sight/comai120410/145140144.html,未取到 poiId（无点评或页面无评论模块）
拉木错,https://you.ctrip.com/sight/lhozhag120411/144453353.html,未取到 poiId（无点评或页面无评论模块）
木雅大寺,https://you.ctrip.com/sight/kangding344/5591392.html,已获取 poiId 但未采集到评论
南极洛,https://you.ctrip.com/sight/deqin2178/5719998.html,已获取 poiId 但未采集到评论
定结县十万个沙丘,https://you.ctrip.com/sight/dinggye120378/149690264.html?poiType=3&scene=online,未取到 poiId（无点评或页面无评论模块）
米堆冰川景区-观景台,https://you.ctrip.com/sight/bome2436/145676278.html?poiType=3&scene=online,未取到 poiId（无点评或页面无评论模块）
格萨尔王广场,https://you.ctrip.com/sight/yushucity1446308/1830731.html,已获取 poiId 但未采集到评论
三江源纪念碑,https://you.ctrip.com/sight/chindu1446316/5634403.html,未取到 poiId（无点评或页面无评论模块）
甘孜镇,https://you.ctrip.com/sight/ganzicounty3156/1940111.html,已获取 poiId 但未采集到评论
西当村,https://you.ctrip.com/sight/deqin2178/1834410.html,已获取 poiId 但未采集到评论
象雄王国遗址,https://you.ctrip.com/sight/nyima120383/145495420.html,未取到 poiId（无点评或页面无评论模块）
吉隆藏布,https://you.ctrip.com/sight/gyirong120374/143259930.html,未取到 poiId（无点评或页面无评论模块）
扎村,https://you.ctrip.com/sight/gyirong120374/4276356.html,未取到 poiId（无点评或页面无评论模块）
雅隆嘎布,https://you.ctrip.com/sight/saga120381/83067132.html,未取到 poiId（无点评或页面无评论模块）
玉树草原,https://you.ctrip.com/sight/yushucity1446308/1713807.html,已获取 poiId 但未采集到评论
尼木玛曲,https://you.ctrip.com/sight/nyemo1446406/144496811.html,未取到 poiId（无点评或页面无评论模块）
苯教寺庙米珠通门林寺,https://you.ctrip.com/sight/nyemo1446406/145338062.html,未取到 poiId（无点评或页面无评论模块）
越恰错,https://you.ctrip.com/sight/xainza120386/144362627.html,未取到 poiId（无点评或页面无评论模块）
G219玛不错遗址服务区,https://you.ctrip.com/sight/kangma120372/148743283.html,未取到 poiId（无点评或页面无评论模块）
洛波错,https://you.ctrip.com/sight/xainza120386/144473790.html,未取到 poiId（无点评或页面无评论模块）
日喀则市定日县长所乡森嘎曲德寺,https://you.ctrip.com/sight/tingri2450/145498620.html,未取到 poiId（无点评或页面无评论模块）
日喀则市定日县长所乡宗布寺,https://you.ctrip.com/sight/tingri2450/146029169.html,未取到 poiId（无点评或页面无评论模块）
德瓦庆寺,https://you.ctrip.com/sight/tingri2450/145616189.html,未取到 poiId（无点评或页面无评论模块）
定日县曲洛乡措昂曲德寺,https://you.ctrip.com/sight/tingri2450/145389227.html,未取到 poiId（无点评或页面无评论模块）
杰顿珠宗遗址,https://you.ctrip.com/sight/lhozhag120411/148556314.html,未取到 poiId（无点评或页面无评论模块）
甲根坝镇,https://you.ctrip.com/sight/kangding344/1713537.html,已获取 poiId 但未采集到评论
普化寺,https://you.ctrip.com/sight/gongshan1446282/1713008.html,已获取 poiId 但未采集到评论
卡瓦格博峰观景台,https://you.ctrip.com/sight/deqin2178/145460629.html,未取到 poiId（无点评或页面无评论模块）
巴松措星空户外泡泡帐篷营地,https://you.ctrip.com/sight/gongbogyamda120396/145252342.html,未取到 poiId（无点评或页面无评论模块）
朱西冰川,https://you.ctrip.com/sight/bome2436/150418739.html,未取到 poiId（无点评或页面无评论模块）
西藏林芝八一厦门广场,https://you.ctrip.com/sight/nyingchi126/146030488.html,未取到 poiId（无点评或页面无评论模块）
雨崩景区-观光车,https://you.ctrip.com/sight/deqin2178/145381137.html,未取到 poiId（无点评或页面无评论模块）
嘎朗村,https://you.ctrip.com/sight/bome2436/134774068.html,未取到 poiId（无点评或页面无评论模块）
藏王洞,https://you.ctrip.com/sight/bome2436/145301183.html,未取到 poiId（无点评或页面无评论模块）
波堆桃花谷桃花世界,https://you.ctrip.com/sight/bome2436/145538711.html,未取到 poiId（无点评或页面无评论模块）
北京人在波密民居,https://you.ctrip.com/sight/bome2436/145370514.html,未取到 poiId（无点评或页面无评论模块）
新措观景台,https://you.ctrip.com/sight/gongbogyamda120396/152794723.html,未取到 poiId（无点评或页面无评论模块）
错高湖,https://you.ctrip.com/sight/gongbogyamda120396/136254209.html,未取到 poiId（无点评或页面无评论模块）
普钢落错,https://you.ctrip.com/sight/gongbogyamda120396/144196305.html,未取到 poiId（无点评或页面无评论模块）
雅鲁藏布江江河汇流处,https://you.ctrip.com/sight/mainling2448/149637633.html,未取到 poiId（无点评或页面无评论模块）
青朴修行地,https://you.ctrip.com/sight/zhanang2451/145556966.html,未取到 poiId（无点评或页面无评论模块）
西藏扎囊沙丘艺术公园,https://you.ctrip.com/sight/zhanang2451/134087658.html,未取到 poiId（无点评或页面无评论模块）
月亮湖,https://you.ctrip.com/sight/kangding344/1701722.html,已获取 poiId 但未采集到评论
芒康县盐井马帮民俗博物馆,https://you.ctrip.com/sight/markam2452/145374650.html,未取到 poiId（无点评或页面无评论模块）
冷嘎措景区,https://you.ctrip.com/sight/kangding344/5677390.html,已获取 poiId 但未采集到评论
哈巴村,https://you.ctrip.com/sight/shangrila106/1830981.html,已获取 poiId 但未采集到评论
梅里雪山国家公园金沙江大湾,https://you.ctrip.com/sight/deqin2178/4580328.html,已获取 poiId 但未采集到评论
香格里拉高山植物园,https://you.ctrip.com/sight/shangrila106/1834656.html,已获取 poiId 但未采集到评论
新龙红山,https://you.ctrip.com/sight/xinlong3126/140786076.html,已获取 poiId 但未采集到评论
雅砻江大峡谷,https://you.ctrip.com/sight/xinlong3126/1919735.html,已获取 poiId 但未采集到评论
扎日南木错湖心岛美人尖,https://you.ctrip.com/sight/coqen120146/151444995.html?poiType=3&scene=online,未取到 poiId（无点评或页面无评论模块）
雅鲁藏布大峡谷热气球飞行营地,https://you.ctrip.com/sight/mainling2448/134009306.html?poiType=66&scene=online,未取到 poiId（无点评或页面无评论模块）
‌普拉喜琼,https://you.ctrip.com/sight/saga120381/153200922.html?poiType=3&scene=online,未取到 poiId（无点评或页面无评论模块）
萨普,https://you.ctrip.com/sight/biru120390/150020955.html?poiType=3&scene=online,未取到 poiId（无点评或页面无评论模块）
拉萨滨河公园情满拉萨水上林卡游船码头,https://you.ctrip.com/sight/lhasa36/153718978.html,未取到 poiId（无点评或页面无评论模块）
西藏博物馆-讲解处,https://you.ctrip.com/sight/lhasa36/145527042.html,未取到 poiId（无点评或页面无评论模块）
班戈圣象天门帐篷营地,https://you.ctrip.com/sight/baingoin120384/145142664.html,未取到 poiId（无点评或页面无评论模块）
拉萨之眼,https://you.ctrip.com/sight/lhasa36/149641277.html,未取到 poiId（无点评或页面无评论模块）
吉本岗艺术中心,https://you.ctrip.com/sight/lhasa36/131149070.html,未取到 poiId（无点评或页面无评论模块）
拉萨直升机观光旅游区,https://you.ctrip.com/sight/lhasa36/139857078.html,未取到 poiId（无点评或页面无评论模块）
达蒙骷髅墙天葬院,https://you.ctrip.com/sight/biru120390/148556478.html,未取到 poiId（无点评或页面无评论模块）
布囊,https://you.ctrip.com/sight/biru120390/145319719.html,未取到 poiId（无点评或页面无评论模块）
嘎东寺,https://you.ctrip.com/sight/lhasa36/130886582.html,未取到 poiId（无点评或页面无评论模块）
扎索错,https://you.ctrip.com/sight/lhari120389/144363113.html,未取到 poiId（无点评或页面无评论模块）
帕日日追寺,https://you.ctrip.com/sight/lhasa36/145279770.html,未取到 poiId（无点评或页面无评论模块）
当雄蓝色精灵温泉浴池(S304店),https://you.ctrip.com/sight/damxung2443/148778767.html,未取到 poiId（无点评或页面无评论模块）
绕赛参康寺,https://you.ctrip.com/sight/lhasa36/1727212.html,未取到 poiId（无点评或页面无评论模块）
千古绝绘唐卡艺术,https://you.ctrip.com/sight/lhasa36/131904981.html,未取到 poiId（无点评或页面无评论模块）
石门关,https://you.ctrip.com/sight/gongshan1446282/4383371.html,已获取 poiId 但未采集到评论
东嘎寺,https://you.ctrip.com/sight/yadong120090/132117.html,未取到 poiId（无点评或页面无评论模块）
西藏自治区会展中心,https://you.ctrip.com/sight/lhasa36/144238994.html,未取到 poiId（无点评或页面无评论模块）
木如寺,https://you.ctrip.com/sight/lhasa36/144211106.html,未取到 poiId（无点评或页面无评论模块）
查拉鲁普石窟,https://you.ctrip.com/sight/lhasa36/143734341.html,未取到 poiId（无点评或页面无评论模块）
嘉黎县尼屋乡苹果园,https://you.ctrip.com/sight/lhari120389/150409509.html,未取到 poiId（无点评或页面无评论模块）
拉萨市中华文化公园,https://you.ctrip.com/sight/lhasa36/145372819.html,未取到 poiId（无点评或页面无评论模块）
杂多昂赛大峡谷,https://you.ctrip.com/sight/zadoi1446310/5713542.html,已获取 poiId 但未采集到评论
藏北草原,https://you.ctrip.com/sight/rutog120147/145465651.html,未取到 poiId（无点评或页面无评论模块）
札达土林国家地质公园观景台,https://you.ctrip.com/sight/zanda2454/145389791.html,未取到 poiId（无点评或页面无评论模块）
皮央石窟遗址,https://you.ctrip.com/sight/zanda2454/152886960.html,未取到 poiId（无点评或页面无评论模块）
雪山星空营地(冈仁波齐景区店),https://you.ctrip.com/sight/purang2440/156443647.html,未取到 poiId（无点评或页面无评论模块）
古格风景名胜区,https://you.ctrip.com/sight/zanda2454/144197780.html,未取到 poiId（无点评或页面无评论模块）
香格里拉和谐塔中塔,https://you.ctrip.com/sight/shangrila106/90498920.html,已获取 poiId 但未采集到评论
香格里拉大草原,https://you.ctrip.com/sight/shangrila106/130369397.html,已获取 poiId 但未采集到评论
荷花海国家森林公园,https://you.ctrip.com/sight/kangding344/4475725.html,已获取 poiId 但未采集到评论
海不日神山,https://you.ctrip.com/sight/zhanang2451/11826.html,未取到 poiId（无点评或页面无评论模块）
莲花公园,https://you.ctrip.com/sight/motuo120397/145079848.html?poiType=3&scene=online,未取到 poiId（无点评或页面无评论模块）
康庆拉,https://you.ctrip.com/sight/biru120390/135118282.html,未取到 poiId（无点评或页面无评论模块）
龙卡寺,https://you.ctrip.com/sight/baqen120392/145546991.html,未取到 poiId（无点评或页面无评论模块）
拉萨润锦剧院(王府井购物中心店),https://you.ctrip.com/sight/lhasa36/151276736.html,未取到 poiId（无点评或页面无评论模块）
象雄美朵景区-万亩花海,https://you.ctrip.com/sight/lhasa36/130886827.html,未取到 poiId（无点评或页面无评论模块）
玛布日山,https://you.ctrip.com/sight/lhasa36/130886693.html,未取到 poiId（无点评或页面无评论模块）
色拉寺密宗僧院,https://you.ctrip.com/sight/lhasa36/83398731.html,未取到 poiId（无点评或页面无评论模块）
长江源生态环境碑,https://you.ctrip.com/sight/golmud332/144205403.html,未取到 poiId（无点评或页面无评论模块）
西藏山野营地,https://you.ctrip.com/sight/lhasa36/140848118.html,未取到 poiId（无点评或页面无评论模块）
瓦村,https://you.ctrip.com/sight/basu120403/1712745.html,未取到 poiId（无点评或页面无评论模块）
下则通村,https://you.ctrip.com/sight/litang3150/5066720.html,已获取 poiId 但未采集到评论
格聂南坡,https://you.ctrip.com/sight/litang3150/134565282.html,未取到 poiId（无点评或页面无评论模块）
毛屋大峡谷,https://you.ctrip.com/sight/derong1446220/135998995.html,未取到 poiId（无点评或页面无评论模块）
南峰大本营,https://you.ctrip.com/sight/mainling2448/152814292.html,未取到 poiId（无点评或页面无评论模块）
亚莫措根,https://you.ctrip.com/sight/batang3102/144369364.html,未取到 poiId（无点评或页面无评论模块）
新路海,https://you.ctrip.com/sight/dege3140/133528217.html,未取到 poiId（无点评或页面无评论模块）
尕朵觉悟神山,https://you.ctrip.com/sight/qumarlebcounty2646/4481194.html,未取到 poiId（无点评或页面无评论模块）
禅古寺,https://you.ctrip.com/sight/yushucity1446308/1835153.html,已获取 poiId 但未采集到评论
更庆寺,https://you.ctrip.com/sight/dege3140/1418369.html,已获取 poiId 但未采集到评论
艾旺寺,https://you.ctrip.com/sight/kangma120372/151080946.html,未取到 poiId（无点评或页面无评论模块）
江萨国家湿地公园,https://you.ctrip.com/sight/shigatse100/145153436.html,未取到 poiId（无点评或页面无评论模块）
宗山抗英遗址,https://you.ctrip.com/sight/gyantse2437/145549672.html,未取到 poiId（无点评或页面无评论模块）
扎西群培寺,https://you.ctrip.com/sight/dinggye120378/145310069.html,未取到 poiId（无点评或页面无评论模块）
盐湖,https://you.ctrip.com/sight/gegyai120144/5067519.html,未取到 poiId（无点评或页面无评论模块）
莽错,https://you.ctrip.com/sight/markam2452/56098.html,未取到 poiId（无点评或页面无评论模块）
高尔寺山,https://you.ctrip.com/sight/yajiang3137/5067586.html,未取到 poiId（无点评或页面无评论模块）
千年菩提树,https://you.ctrip.com/sight/shangrila106/5710396.html,未取到 poiId（无点评或页面无评论模块）
扎塘寺,https://you.ctrip.com/sight/zhanang2451/55543.html,未取到 poiId（无点评或页面无评论模块）
芝热寺,https://you.ctrip.com/sight/purang2440/1697505.html?poiType=3&scene=online,未取到 poiId（无点评或页面无评论模块）
竹庆寺,https://you.ctrip.com/sight/dege3140/1786432.html,已获取 poiId 但未采集到评论
多瀑沟景区,https://you.ctrip.com/sight/dege3140/1940116.html,已获取 poiId 但未采集到评论
茨中村,https://you.ctrip.com/sight/deqin2178/1829875.html,未取到 poiId（无点评或页面无评论模块）
贡萨寺,https://you.ctrip.com/sight/zhidoicounty1446321/50079.html,未取到 poiId（无点评或页面无评论模块）
4·14地震遗址,https://you.ctrip.com/sight/yushucity1446308/143754532.html,未取到 poiId（无点评或页面无评论模块）
藏布巴东瀑布群,https://you.ctrip.com/sight/mainling2448/132896.html,未取到 poiId（无点评或页面无评论模块）
唐僧晒经台,https://you.ctrip.com/sight/chindu1446316/50073.html,已获取 poiId 但未采集到评论
卓玛朗错,https://you.ctrip.com/sight/lhorong120404/144362051.html,未取到 poiId（无点评或页面无评论模块）
林海,https://you.ctrip.com/sight/nyingchi126/143755960.html,未取到 poiId（无点评或页面无评论模块）
达那寺,https://you.ctrip.com/sight/nangqian2642/145653970.html,未取到 poiId（无点评或页面无评论模块）
当代山观景台,https://you.ctrip.com/sight/yushucity1446308/133941569.html,未取到 poiId（无点评或页面无评论模块）
雅鲁藏布江观景台,https://you.ctrip.com/sight/shigatse100/145203254.html,未取到 poiId（无点评或页面无评论模块）
杰岗日神山,https://you.ctrip.com/sight/xainza120386/150328137.html,未取到 poiId（无点评或页面无评论模块）
噶举寺,https://you.ctrip.com/sight/yadong120090/1731832.html,未取到 poiId（无点评或页面无评论模块）
加吾拉山脉,https://you.ctrip.com/sight/tingri2450/150417379.html,未取到 poiId（无点评或页面无评论模块）
乃堆拉杜鹃花海景区,https://you.ctrip.com/sight/yadong120090/148779422.html,未取到 poiId（无点评或页面无评论模块）
嘉措拉山,https://you.ctrip.com/sight/lhatse2444/145370511.html,未取到 poiId（无点评或页面无评论模块）
扎什伦布寺-措钦大殿,https://you.ctrip.com/sight/shigatse100/1752935.html,未取到 poiId（无点评或页面无评论模块）
定结县贡强桑旦曲布寺,https://you.ctrip.com/sight/dinggye120378/145231086.html,未取到 poiId（无点评或页面无评论模块）
阿布入寺,https://you.ctrip.com/sight/dinggye120378/145498621.html,未取到 poiId（无点评或页面无评论模块）
俄尔寺,https://you.ctrip.com/sight/shigatse100/129011.html,未取到 poiId（无点评或页面无评论模块）
贡措,https://you.ctrip.com/sight/lhatse2444/149354339.html,未取到 poiId（无点评或页面无评论模块）
玛不错,https://you.ctrip.com/sight/kangma120372/144452977.html,未取到 poiId（无点评或页面无评论模块）
亚东海关遗址,https://you.ctrip.com/sight/yadong120090/152801734.html,未取到 poiId（无点评或页面无评论模块）
拉隆寺,https://you.ctrip.com/sight/lhozhag120411/129055.html,未取到 poiId（无点评或页面无评论模块）
嘎东寺,https://you.ctrip.com/sight/bainang120377/54958.html,未取到 poiId（无点评或页面无评论模块）
卓木拉日峰,https://you.ctrip.com/sight/yadong120090/5131653.html,未取到 poiId（无点评或页面无评论模块）
强钦寺,https://you.ctrip.com/sight/rinbung120382/1489021.html,未取到 poiId（无点评或页面无评论模块）
楚果寺,https://you.ctrip.com/sight/purang2440/132864.html,未取到 poiId（无点评或页面无评论模块）
大经幡,https://you.ctrip.com/sight/shangrila106/148476649.html,已获取 poiId 但未采集到评论
香格里拉哈巴雪山观景台,https://you.ctrip.com/sight/shangrila106/69551472.html,已获取 poiId 但未采集到评论
香巴拉天然佛塔,https://you.ctrip.com/sight/shangrila106/5710404.html,已获取 poiId 但未采集到评论
白塔,https://you.ctrip.com/sight/daochengcounty342/145612427.html,未取到 poiId（无点评或页面无评论模块）
亚朵村,https://you.ctrip.com/sight/fugong1446273/153244120.html,未取到 poiId（无点评或页面无评论模块）
梅里雪山国家公园景区-日照金山,https://you.ctrip.com/sight/deqin2178/145242933.html,已获取 poiId 但未采集到评论
贡当神山,https://you.ctrip.com/sight/gongshan1446282/1416722.html,已获取 poiId 但未采集到评论
扎东寺,https://you.ctrip.com/sight/zhongba120376/5715316.html,未取到 poiId（无点评或页面无评论模块）
达绕错,https://you.ctrip.com/sight/gertse120145/144197814.html,未取到 poiId（无点评或页面无评论模块）
错洛格,https://you.ctrip.com/sight/gyirong120374/144360554.html,未取到 poiId（无点评或页面无评论模块）
布扎寺,https://you.ctrip.com/sight/saga120381/145219440.html,未取到 poiId（无点评或页面无评论模块）
杰玛央宗冰川,https://you.ctrip.com/sight/zhongba120376/129035.html,未取到 poiId（无点评或页面无评论模块）
当惹雍措景区观景台,https://you.ctrip.com/sight/nyima120383/145572635.html,未取到 poiId（无点评或页面无评论模块）
先遣纪念碑,https://you.ctrip.com/sight/gertse120145/151300086.html,未取到 poiId（无点评或页面无评论模块）
吉隆乃村小院房车露营地,https://you.ctrip.com/sight/gyirong120374/152811489.html,未取到 poiId（无点评或页面无评论模块）
昔日达吉岭寺,https://you.ctrip.com/sight/saga120381/144196270.html,未取到 poiId（无点评或页面无评论模块）
巴塘草原,https://you.ctrip.com/sight/yushucity1446308/5710157.html,已获取 poiId 但未采集到评论
玉树地震灾后重建展览馆,https://you.ctrip.com/sight/yushucity1446308/1835162.html,已获取 poiId 但未采集到评论
定结县牧村土林,https://you.ctrip.com/sight/dinggye120378/145369913.html,未取到 poiId（无点评或页面无评论模块）
夏鲁寺,https://you.ctrip.com/sight/shigatse100/145371485.html,未取到 poiId（无点评或页面无评论模块）
219国道5000公里纪念碑,https://you.ctrip.com/sight/kangma120372/153137543.html,未取到 poiId（无点评或页面无评论模块）
满拉水库观景区,https://you.ctrip.com/sight/gyantse2437/145676742.html,未取到 poiId（无点评或页面无评论模块）
拉普温泉,https://you.ctrip.com/sight/lhozhag120411/141024158.html,未取到 poiId（无点评或页面无评论模块）
年楚河,https://you.ctrip.com/sight/shigatse100/1832802.html,未取到 poiId（无点评或页面无评论模块）
卓木拉日雪山观景台,https://you.ctrip.com/sight/yadong120090/150146803.html,未取到 poiId（无点评或页面无评论模块）
羊湖旅拍星空营地,https://you.ctrip.com/sight/nagarzecounty2438/145288942.html,未取到 poiId（无点评或页面无评论模块）
珠穆朗玛峰高程测量纪念碑,https://you.ctrip.com/sight/tingri2450/145348067.html,未取到 poiId（无点评或页面无评论模块）
朗布其观景台,https://you.ctrip.com/sight/nagarzecounty2438/145623995.html,未取到 poiId（无点评或页面无评论模块）
娘宗玛觉,https://you.ctrip.com/sight/tingri2450/144452971.html,未取到 poiId（无点评或页面无评论模块）
宗山遗址,https://you.ctrip.com/sight/shigatse100/144196070.html,未取到 poiId（无点评或页面无评论模块）
定日托桑林寺,https://you.ctrip.com/sight/tingri2450/145517183.html,未取到 poiId（无点评或页面无评论模块）
蒙达拉脚,https://you.ctrip.com/sight/nagarzecounty2438/145475888.html,未取到 poiId（无点评或页面无评论模块）
拉孜寺,https://you.ctrip.com/sight/lhatse2444/144195904.html,未取到 poiId（无点评或页面无评论模块）
宁金岗桑峰,https://you.ctrip.com/sight/nagarzecounty2438/148712239.html,未取到 poiId（无点评或页面无评论模块）
珠穆朗玛国家公园纪念碑,https://you.ctrip.com/sight/tingri2450/145339932.html,未取到 poiId（无点评或页面无评论模块）
东嘎曲德寺,https://you.ctrip.com/sight/sagya2442/144197176.html,未取到 poiId（无点评或页面无评论模块）
谢珠林寺,https://you.ctrip.com/sight/bainang120377/148734313.html,未取到 poiId（无点评或页面无评论模块）
参卓林寺,https://you.ctrip.com/sight/bainang120377/145618022.html,未取到 poiId（无点评或页面无评论模块）
甘典曲果寺,https://you.ctrip.com/sight/namlingcounty120373/145702438.html,未取到 poiId（无点评或页面无评论模块）
扎寺新宫宗教文化游览区,https://you.ctrip.com/sight/shigatse100/144196278.html,未取到 poiId（无点评或页面无评论模块）
卓玛拉山口,https://you.ctrip.com/sight/gegyai120144/1697522.html,未取到 poiId（无点评或页面无评论模块）
美马错,https://you.ctrip.com/sight/rutog120147/152786505.html,未取到 poiId（无点评或页面无评论模块）
冈波仁琥勹啸齐景区最佳观测点,https://you.ctrip.com/sight/purang2440/152886753.html,未取到 poiId（无点评或页面无评论模块）
展琼冰川,https://you.ctrip.com/sight/rutog120147/145398015.html,未取到 poiId（无点评或页面无评论模块）
经幡广场,https://you.ctrip.com/sight/purang2440/145999384.html,未取到 poiId（无点评或页面无评论模块）
玛旁雍措观景台,https://you.ctrip.com/sight/purang2440/150435872.html,未取到 poiId（无点评或页面无评论模块）
玛朗峡谷观景台,https://you.ctrip.com/sight/zanda2454/145330563.html,未取到 poiId（无点评或页面无评论模块）
山南扎央宗溶洞,https://you.ctrip.com/sight/zhanang2451/145614443.html,未取到 poiId（无点评或页面无评论模块）
雄色寺,https://you.ctrip.com/sight/qushui1446405/112650387.html,未取到 poiId（无点评或页面无评论模块）
格底拉姆·天空之城,https://you.ctrip.com/sight/kangding344/135102697.html,已获取 poiId 但未采集到评论
金沙江大拐弯观景台,https://you.ctrip.com/sight/deqin2178/144195283.html,已获取 poiId 但未采集到评论
姑弄村,https://you.ctrip.com/sight/kangding344/133825010.html,已获取 poiId 但未采集到评论
班戈江龙玛曲国家湿地公园,https://you.ctrip.com/sight/baingoin120384/145708595.html,未取到 poiId（无点评或页面无评论模块）
小沙河,https://you.ctrip.com/sight/golmud332/144205475.html,未取到 poiId（无点评或页面无评论模块）
拉木错,https://you.ctrip.com/sight/baingoin120384/144362357.html,未取到 poiId（无点评或页面无评论模块）
美日切错,https://you.ctrip.com/sight/amdocounty120385/149986049.html,未取到 poiId（无点评或页面无评论模块）
赛格日玛,https://you.ctrip.com/sight/amdocounty120385/145799576.html,未取到 poiId（无点评或页面无评论模块）
麦多斯布陇,https://you.ctrip.com/sight/amdocounty120385/145701721.html,未取到 poiId（无点评或页面无评论模块）
直贡梯寺天葬台,https://you.ctrip.com/sight/maizhokunggar1446407/5143258.html?poiType=3&scene=online,未取到 poiId（无点评或页面无评论模块）
塔钦,https://you.ctrip.com/sight/qamdo559/145328355.html?poiType=3&scene=online,未取到 poiId（无点评或页面无评论模块）
羊卓雍措雅布观景台,https://you.ctrip.com/sight/nagarzecounty2438/145476683.html?poiType=3&scene=online,未取到 poiId（无点评或页面无评论模块）
普姆雍措,https://you.ctrip.com/sight/shigatse100/149349342.html?poiType=3&scene=online,未取到 poiId（无点评或页面无评论模块）
可可西里,https://you.ctrip.com/sight/golmud332/150438229.html,已获取 poiId 但未采集到评论
西藏大剧院,https://you.ctrip.com/sight/lhasa36/145913253.html,未取到 poiId（无点评或页面无评论模块）
撒木错,https://you.ctrip.com/sight/biru120390/144474241.html,未取到 poiId（无点评或页面无评论模块）
夯错湿地暗夜星空景区,https://you.ctrip.com/sight/nagqu919/148696158.html,未取到 poiId（无点评或页面无评论模块）
西藏革命建设改革纪念馆,https://you.ctrip.com/sight/lhasa36/145344202.html,未取到 poiId（无点评或页面无评论模块）
西藏毛主席像章博物馆,https://you.ctrip.com/sight/lhasa36/145107687.html,未取到 poiId（无点评或页面无评论模块）
西藏唐卡画院,https://you.ctrip.com/sight/lhasa36/111989433.html,未取到 poiId（无点评或页面无评论模块）
则巴村,https://you.ctrip.com/sight/litang3150/134024766.html,已获取 poiId 但未采集到评论
措普湖,https://you.ctrip.com/sight/batang3102/5068227.html,已获取 poiId 但未采集到评论
乃嘉玛神山,https://you.ctrip.com/sight/nangqian2642/5072948.html,已获取 poiId 但未采集到评论
岗托村,https://you.ctrip.com/sight/jomda120398/130368519.html,未取到 poiId（无点评或页面无评论模块）
马泉河湿地,https://you.ctrip.com/sight/zhongba120376/145595738.html,未取到 poiId（无点评或页面无评论模块）
玛尔曲,https://you.ctrip.com/sight/dengqen2447/144361457.html,未取到 poiId（无点评或页面无评论模块）
新寨玛尼石堆,https://you.ctrip.com/sight/yushucity1446308/5132218.html,已获取 poiId 但未采集到评论
吉祥瓦拉寺,https://you.ctrip.com/sight/jomda120398/5067407.html,未取到 poiId（无点评或页面无评论模块）
浪拉山,https://you.ctrip.com/sight/zhagyab120402/5067404.html,未取到 poiId（无点评或页面无评论模块）
澜沧江天津广场,https://you.ctrip.com/sight/qamdo559/144197505.html,未取到 poiId（无点评或页面无评论模块）
玉树州抗震救灾纪念馆,https://you.ctrip.com/sight/yushucity1446308/5618355.html,已获取 poiId 但未采集到评论
比日神山观景台,https://you.ctrip.com/sight/nyingchi126/152834203.html,未取到 poiId（无点评或页面无评论模块）
当卡寺旅游景区,https://you.ctrip.com/sight/yushucity1446308/145729347.html,未取到 poiId（无点评或页面无评论模块）
宗国寺,https://you.ctrip.com/sight/nangqian2642/145220121.html,未取到 poiId（无点评或页面无评论模块）
热拉雍仲林寺,https://you.ctrip.com/sight/namlingcounty120373/54924.html,未取到 poiId（无点评或页面无评论模块）
龙木错,https://you.ctrip.com/sight/rutog120147/150071646.html,未取到 poiId（无点评或页面无评论模块）
古宫寺,https://you.ctrip.com/sight/purang2440/145526681.html,未取到 poiId（无点评或页面无评论模块）
吉乌寺,https://you.ctrip.com/sight/purang2440/145170334.html,未取到 poiId（无点评或页面无评论模块）
卡尔东遗址,https://you.ctrip.com/sight/garcounty120143/145644312.html,未取到 poiId（无点评或页面无评论模块）
他笋左,https://you.ctrip.com/sight/garcounty120143/8003000156575518.html,未取到 poiId（无点评或页面无评论模块）
祝以稀沙,https://you.ctrip.com/sight/garcounty120143/8003000156569589.html,未取到 poiId（无点评或页面无评论模块）
